,Name,Set,Types,Cost,Text,Actions / Villagers,Cards,Buys,Coins / Coffers,Trash / Return,Exile,Junk,Gain,Victory Points
597,Way of the Seal,Menagerie,Way,,"+ This turn, when you gain a card, you may put it onto your deck.",,,,+,,,,,
598,Way of the Sheep,Menagerie,Way,,+,,,,+,,,,,
599,Way of the Squirrel,Menagerie,Way,,+2 Cards at the end of this turn.,,N +2,,,,,,,
600,Way of the Turtle,Menagerie,Way,,"Set this aside. If you did, play it at the start of your next turn.",,,,,,,,,
601,Way of the Worm,Menagerie,Way,,Exile an Estate from the Supply.,,,,,,1,,,(+1 )
602,Bauble,Allies,Treasure - Liaison,,"Choose two different options: +1 Buy; +; +1 Favor; this turn, when you gain a card, you may put it onto your deck.",,,+1?,+?,,,,,
603,Sycophant,Allies,Action - Liaison,,"+1 Action Discard 3 cards. If you discarded at least one, +.When you gain or trash this, +2 Favors.",+1,-3,,+?,,,,,
604,Merchant Camp,Allies,Action,,"+2 Actions +When you discard this from play, you may put it onto your deck.",+2,,,+,,,,,
605,Importer,Allies,Action - Duration - Liaison,,"At the start of your next turn, gain a card costing up to .Setup: Each player gets +4 Favors.",,,,,,,,1,
606,Sentinel,Allies,Action,,Look at the top 5 cards of your deck. You may trash up to 2 of them. Put the rest back in any order.,,,,,0-2,,,,
607,Underling,Allies,Action - Liaison,,+1 Card +1 Action +1 Favor,+1,+1,,,,,,,
608,Broker,Allies,Action - Liaison,,Trash a card from your hand and choose one: +1 Card per it costs; or +1 Action per it costs; or + per it costs; or +1 Favor per it costs.,+X?,+X?,,+?,1,,,,
609,Carpenter,Allies,Action,,"If no Supply piles are empty, +1 Action and gain a card costing up to . Otherwise, trash a card from your hand and gain a card costing up to more than it.",+1?,,,,1?,,,1,
610,Courier,Allies,Action,,+ Discard the top card of your deck. Look through your discard pile; you may play an Action or Treasure from it.,P1?,,,+,,,,,
611,Innkeeper,Allies,Action,,"+1 Action Choose one: +1 Card; or +3 Cards, then discard 3 cards; or +5 Cards, then discard 6 cards.",+1,"+1?; +3?, -3?; +5?, -6?",,,,,,,
612,Royal Galley,Allies,Action - Duration,,"+1 Card You may play a non-Duration Action card from your hand. Set it aside; if you did, then at the start of your next turn, play it.","P1, N P1",+1,,,,,,,
613,Town,Allies,Action,,Choose one: +1 Card and +2 Actions; or +1 Buy and +.,+2?,+1?,+1?,+?,,,,,
614,Barbarian,Allies,Action - Attack,,+ Each other player trashes the top card of their deck. If it costs or more they gain a cheaper card sharing a type with it; otherwise they gain a Curse.,,,,+,,,,,
615,Capital City,Allies,Action,,+1 Card +2 Actions You may discard 2 cards for +. You may pay for +2 Cards.,+2,"+1, -2?, +2?",,"+?, -?",,,,,
616,Contract,Allies,Treasure - Duration - Liaison,,+1 Favor You may set aside an Action from your hand to play it at the start of your next turn.,N P1?,,,+,,,,,
617,Emissary,Allies,Action - Liaison,,"+3 Cards If this made you shuffle (at least one card), +1 Action and +2 Favors.",+1?,+3,,,,,,,
618,Galleria,Allies,Action,,"+ This turn, when you gain a card costing or , +1 Buy.",,,+X,,,,,,
619,Guildmaster,Allies,Action - Liaison,,"+ This turn, when you gain a card, +1 Favor.",,,,+,,,,,
620,Highwayman,Allies,Action - Duration - Attack,,"At the start of your next turn, discard this from play and +3 Cards. Until then, the first Treasure each other player plays each turn does nothing.",,N +3,,,,,,,
621,Hunter,Allies,Action,,"+1 Action Reveal the top 3 cards of your deck. From those cards, put an Action, a Treasure, and a Victory card into your hand. Discard the rest.",+1,+0-3,,,,,,,
622,Modify,Allies,Action,,Trash a card from your hand. Choose one: +1 Card and +1 Action; or gain a card costing up to more than the trashed card.,+1?,+1?,,,1,,,1?,
623,Skirmisher,Allies,Action - Attack,,"+1 Card +1 Action + This turn, when you gain an Attack card, each other player discards down to 3 cards in hand.",+1,+1,,+,,,,,
624,Specialist,Allies,Action,,You may play an Action or Treasure from your hand. Choose one: play it again; or gain a copy of it.,"P1, P1?",,,,,,,1?,
625,Swap,Allies,Action,,"+1 Card +1 Action You may return an Action from your hand to its pile, to gain to your hand a different Action costing up to .",+1,+1,,,1?,,,1?,
626,Marquis,Allies,Action,,+1 Buy +1 Card per card in your hand. Discard down to 10 cards in hand.,,"+X, -Y",+1,,,,,,
627,Town Crier,Allies,Action - Townsfolk,,Choose one: +; or gain a Silver; or +1 Card and +1 Action. You may rotate the Townsfolk.,+1?,+1?,,+?,,,,1?,
628,Herb Gatherer,Allies,Action - Augur,,+1 Buy Put your deck into your discard pile. Look through it and you may play a Treasure from it. You may rotate the Augurs.,,,+1,,,,,,
629,Old Map,Allies,Action - Odyssey,,+1 Card +1 Action Discard a card. +1 Card. You may rotate the Odysseys.,+1,"+1, -1, +1",,,,,,,
630,Blacksmith,Allies,Action - Townsfolk,,Choose one: Draw until you have 6 cards in hand; or +2 Cards; or +1 Card and +1 Action.,+1?,"+1?, +2?, +X?",,,,,,,
631,Student,Allies,Action - Wizard - Liaison,,"+1 Action You may rotate the Wizards. Trash a card from your hand. If it's a Treasure, +1 Favor and put this onto your deck.",+1,,,,1,,,,
632,Tent,Allies,Action - Fort,,"+ You may rotate the Forts.When you discard this from play, you may put it onto your deck.",,,,+,,,,,
633,Battle Plan,Allies,Action - Clash,,+1 Card +1 Action You may reveal an Attack card from your hand for +1 Card.  You may rotate any Supply pile.,+1,"+1, +1?",,,,,,,
634,Acolyte,Allies,Action - Augur,,You may trash an Action or Victory card from your hand to gain a Gold. You may trash this to gain an Augur.,,,,,"1?, Self?",,,1,
635,Voyage,Allies,Action - Duration - Odyssey,,"+1 Action If the previous turn wasn't yours, take an extra turn after this one, during which you can only play 3 cards from your hand.",+1,,,,,,,,
636,Miller,Allies,Action - Townsfolk,,+1 Action Look at the top 4 cards of your deck. Put one into your hand and discard the rest.,+1,+1,,,,,,,
637,Conjurer,Allies,Action - Duration - Wizard,,"Gain a card costing up to . At the start of your next turn, put this into your hand.",,N +1?,,,,,,1,
638,Garrison,Allies,Action - Duration - Fort,,"+ This turn, when you gain a card, add a token here. At the start of your next turn, remove them for +1 Card each.",,N +X,,+,,,,,
639,Archer,Allies,Action - Attack - Clash,,"+ Each other player with 5 or more cards in hand reveals all but one, and discards one of those you choose.",,,,+,,,,,
640,Sorceress,Allies,Action - Attack - Augur,,"+1 Action Name a card. Reveal the top card of your deck and put it into your hand. If it's the named card, each other player gains a Curse.",+1,+1,,,,,1?,,
641,Sunken Treasure,Allies,Treasure - Odyssey,,Gain an Action card you don't have a copy of in play.,,,,,,,,1,
642,Elder,Allies,Action - Townsfolk,,"+ You may play an Action card from your hand. When it gives you a choice of abilities (e.g. “choose one”) this turn, you may choose an extra (different) option.",P1,,,+,,,,,
643,Sorcerer,Allies,Action - Attack - Wizard,,"+1 Card +1 Action Each other player names a card, then reveals the top card of their deck. If wrong, they gain a Curse.",+1,+1,,,,,1?,,
644,Hill Fort,Allies,Action - Fort,,Gain a card costing up to . Choose one: Put it into your hand; or +1 Card and +1 Action.,+1?,+1,,,,,,1,
645,Warlord,Allies,Action - Duration - Attack - Clash,,"+1 Action At the start of your next turn, +2 Cards. Until then, other players can't play an Action from their hand that they have 2 or more copies of in play.",+1,N +2,,,,,,,
646,Sibyl,Allies,Action - Augur,,"+4 Cards +1 Action Put a card from your hand on top of your deck, and another on the bottom.",+1,"+4, -2",,,,,,,
647,Distant Shore,Allies,Action - Victory - Odyssey,,+2 Cards +1 Action Gain an Estate.2,+1,+2,,,,,,1,2
648,Lich,Allies,Action - Wizard,,"+6 Cards +2 Actions Skip a turn.When you trash this, discard it and gain a cheaper card from the trash.",+2,+6,,,,,,,
649,Stronghold,Allies,Action - Duration - Victory - Fort,,"Choose one: +; or at the start of your next turn, +3 Cards.2",,N +3?,,+?,,,,,2
650,Territory,Allies,Victory - Clash,,"Worth 1 per differently named Victory card you have.When you gain this, gain a Gold per empty Supply pile.",,,,,,,,,X
651,Architects' Guild,Allies,Ally,,"When you gain a card, you may spend 2 Favors to gain a cheaper non-Victory card.",,,,,,,,1,
652,Band of Nomads,Allies,Ally,,"When you gain a card costing or more, you may spend a Favor, for +1 Card, or +1 Action, or +1 Buy.",+1?,+1?,+1?,,,,,,
653,Cave Dwellers,Allies,Ally,,"At the start of your turn, you may spend a Favor, to discard a card then draw a card. Repeat as desired.",,"-1, +1",,,,,,,
654,Circle of Witches,Allies,Ally,,"After playing a Liaison, you may spend 3 Favors to have each other player gain a Curse.",,,,,,,1,,
655,City-state,Allies,Ally,,"When you gain an Action card during your turn, you may spend 2 Favors to play it.",P1,,,,,,,,
656,Coastal Haven,Allies,Ally,,"When discarding your hand in Clean-up, you may spend any number of Favors to keep that many cards in hand for next turn (you still draw 5).",,N +X,,,,,,,
657,Crafters' Guild,Allies,Ally,,"At the start of your turn, you may spend 2 Favors to gain a card costing up to onto your deck.",,,,,,,,1,
658,Desert Guides,Allies,Ally,,"At the start of your turn, you may spend a Favor to discard your hand and draw 5 cards. Repeat as desired.",,-X +5,,,,,,,
659,Family of Inventors,Allies,Ally,,"At the start of your Buy phase, you may put a Favor token you have on a non-Victory Supply pile. Cards cost less per Favor token on their piles.",,,,R1,,,,,
660,Fellowship of Scribes,Allies,Ally,,"After playing an Action, if you have 4 or fewer cards in hand, you may spend a Favor for +1 Card.",,+1,,,,,,,
661,Forest Dwellers,Allies,Ally,,"At the start of your turn, you may spend a Favor to look at the top 3 cards of your deck, discard any number and put the rest back in any order.",,,,,,,,,
662,Gang of Pickpockets,Allies,Ally,,"At the start of your turn, discard down to 4 cards in hand unless you spend a Favor.",,+X?,,,,,,,
663,Island Folk,Allies,Ally,,"At the end of your turn, if the previous turn wasn't yours, you may spend 5 Favors to take another turn.",,,,,,,,,
664,League of Bankers,Allies,Ally,,"At the start of your Buy phase, + per 4 Favors you have (round down).",,,,**+,,,,,
665,League of Shopkeepers,Allies,Ally,,"After playing a Liaison, if you have 5 or more Favors, +, and if 10 or more, +1 Action and +1 Buy.",**+1?,,**+1?,**+?,,,,,
666,Market Towns,Allies,Ally,,"At the start of your Buy phase, you may spend a Favor to play an Action card from your hand. Repeat as desired.",P1,,,,,,,,
667,Mountain Folk,Allies,Ally,,"At the start of your turn, you may spend 5 Favors for +3 Cards.",,+3,,,,,,,
668,Order of Astrologers,Allies,Ally,,"When shuffling, you may pick one card per Favor you spend to go on top.",,,,,,,,,
669,Order of Masons,Allies,Ally,,"When shuffling, you may pick up to 2 cards per Favor you spend to put into your discard pile.",,,,,,,,,
670,Peaceful Cult,Allies,Ally,,"At the start of your Buy phase, you may spend any number of Favors to trash that many cards from your hand.",,,,,X,,,,
671,Plateau Shepherds,Allies,Ally,,"When scoring, pair up your Favors with cards you have costing , for 2 per pair.",,,,,,,,,X
672,Trappers' Lodge,Allies,Ally,,"When you gain a card, you may spend a Favor to put it onto your deck.",,,,,,,,,
673,Woodworkers' Guild,Allies,Ally,,"At the start of your Buy phase, you may spend a Favor to trash an Action card from your hand. If you did, gain an Action card.",,,,,1,,,1,
674,Black Market,Promo,Action,,+  Reveal the top 3 cards of the Black Market deck. Play any number of Treasures from your hand. You may buy one of the revealed cards. Put the rest on the bottom of the Black Market deck in any order.Setup: Make a Black Market deck out of different unused Kingdom cards.,,,,+,,,,,
675,Church,Promo,Action - Duration,,"+1 Action Set aside up to 3 cards from your hand face down. At the start of your next turn, put them into your hand, then you may trash a card from your hand.",+1,"-0-3, N +0-3",,,N 1?,,,,
676,Dismantle,Promo,Action,,"Trash a card from your hand. If it costs or more, gain a cheaper card and a Gold.",,,,,1,,,2?,
677,Envoy,Promo,Action,,Reveal the top 5 cards of your deck. The player to your left chooses one. Discard that one and put the rest into your hand.,,+4,,,,,,,
678,Sauna,Promo,Action,,"+1 Card +1 Action You may play an Avanto from your hand.This turn, when you play a Silver, you may trash a card from your hand.","+1, P1?",+1,,,X,,,,
679,Walled Village,Promo,Action,,"+1 Card +2 ActionsAt the start of Clean-up, if you have this and no more than one other Action card in play, you may put this onto your deck.",+2,+1,,,,,,,
680,Avanto,Promo,Action,,+3 Cards You may play a Sauna from your hand.,P1?,+3,,,,,,,
681,Governor,Promo,Action,,+1 Action Choose one; you get the version in parentheses: Each player gets +1 (+3) Cards; or each player gains a Silver (Gold); or each player may trash a card from their hand and gain a card costing exactly () more.,+1,+3?,,,1?,,,1?,
682,Stash,Promo,Treasure,,"When shuffling, you may look through your remaining deck, and may put this anywhere in the shuffled cards.",,,,+,,,,,
683,Summon,Promo,Event,,"Gain an Action card costing up to . Set it aside. If you did, then at the start of your next turn, play it.",,,,,,,,1,
684,Captain,Promo,Action - Duration - Command,,"Now and at the start of your next turn: Play a non-Duration non-Command Action card from the Supply costing up to , leaving it there.","P1, N P1",,,,,,,,
685,Prince,Promo,Action - Duration,,"You may set aside (on this) a non-Duration non-Command Action card from your hand costing up to . At the start of each of your turns, play that card, leaving it set aside.",N... P1,,,,,,,,
